pub_date,abstract,lead_para,headline,doc_type,section_name,type_of_material,rank,web_url
2022-12-15,Ever experienced buyer’s remorse? Of course you have. But there are ways to prevent it.,The limited edition SpongeBob Funko Pop was calling to Jason Grioua.,You Bought the Thing. Now You Regret the Thing.,article,Business Day,News,9,https://www.nytimes.com/2022/12/15/business/buyers-remorse-personal-finance.html
2022-12-15,"The title will be the first major single-player game for Amazon. It is a coup for the retail giant, which has struggled to gain traction with its video game business.","Amazon said on Thursday that it would publish the next iteration of the popular video game franchise Tomb Raider, a coup for the tech giant’s video game business.",Amazon to Publish the Next Tomb Raider Video Game,article,Technology,News,4,https://www.nytimes.com/2022/12/15/technology/amazon-tomb-raider-video-game.html
2022-12-21,"Tech’s biggest companies — Apple, Amazon and YouTube’s owner, Google — have been pursuing the rights to the football package.","Google’s YouTube is nearing a deal to acquire the rights to the National Football League’s Sunday Ticket package of games, according to three people with knowledge of the talks, a deal that would bring a staple of traditional television into the streaming realm.",YouTube in Advanced Talks for N.F.L. Sunday Ticket,article,Business Day,News,6,https://www.nytimes.com/2022/12/20/business/nfl-sunday-ticket-youtube.html
2022-12-27,A conversation with the warehouse workers who created an e-commerce giant’s first union against all odds.,"This week, The Daily is revisiting some of our favorite episodes of the year and checking in on what has happened in the time since they first ran.",How Two Friends Beat Amazon and Built a Union: An Update,article,Podcasts,News,4,https://www.nytimes.com/2022/12/27/podcasts/the-daily/new-york-amazon-union.html
2022-12-15,"The e-commerce giant avoided a fine, but will make a variety of changes regulators believe will help independent merchants who had raised alarms about Amazon’s tactics.","Amazon has agreed to a settlement with European Union regulators that will force the company to make significant changes to its business practices but also allows the e-commerce giant to avoid a drawn out legal fight and billions of dollars of potential fines, according to three people with knowledge of the deal.",Amazon Agrees to Change Some Business Practices in E.U. Settlement,article,Technology,News,1,https://www.nytimes.com/2022/12/15/technology/amazon-europe-settlement.html
2022-04-15,The company and its new union share the same problem.,"Last Wednesday, Derrick Palmer clocked in for his 7:15 a.m. shift at Amazon’s giant warehouse on Staten Island and spent the day packing boxes with board games, iPhones and mini vacuum cleaners. The following morning, he boarded a train to Washington, D.C., where more experienced labor leaders hailed him and his best friend, Christian Smalls, for doing what had once seemed impossible: unionizing an Amazon facility.",Amazon vs. the Union,article,Briefing,briefing,8,https://www.nytimes.com/2022/04/15/briefing/amazon-union-warehouse.html
2022-04-19,The judge said the worker was “unlawfully” fired two years ago after a pandemic safety protest at a company warehouse.,"A judge ruled on Monday that Amazon must reinstate and pay lost wages to a worker the company “unlawfully” fired two years ago after a protest at its fulfillment center on Staten Island, the same warehouse that recently voted in a landmark election to unionize.",A judge ruled that Amazon must reinstate a Staten Island worker who was fired.,article,Business Day,News,1,https://www.nytimes.com/2022/04/18/business/amazon-protest-firing-ruling.html
2022-04-06,It’s the biggest victory for organized labor in a generation. Was it a fluke or the start of a new era of labor activism?,This article is part of the Debatable newsletter. You can sign up here to receive it on Wednesdays.,Does the Amazon Union Win Portend a Comeback for Organized Labor?,article,Opinion,Op-Ed,1,https://www.nytimes.com/2022/04/06/opinion/amazon-union-win.html
2022-04-21,The company’s rewiring of retail puts customers at risk.,"When Carey Gartner ordered a TV remote on Amazon in 2017, it arrived promptly at his home in Texas, most likely in one of those standard brown boxes with the company’s logo: an arrow tilting up in a half-smile. A year later, the battery cover popped off the remote, exposing a lithium battery, and Gartner’s 19-month-old swallowed it, severely burning and permanently damaging her esophagus, according to allegations in a court filing. His wife, Morgan McMillan, sued Amazon on their daughter’s behalf.",What You Don’t Know About Amazon,article,Opinion,Op-Ed,1,https://www.nytimes.com/2022/04/21/opinion/amazon-product-liability.html
2022-04-05,The successful organization of a warehouse in Staten Island offers a real glimmer of hope for the American working class.,"Faced with an unexpectedly strong organizing campaign by workers at one of its Staten Island warehouses, Amazon initially turned to one of the oldest tricks in the anti-union playbook: a little bit of racism.","Amazon Tried One of the Oldest Tricks in the Book, and It Backfired",article,Opinion,Op-Ed,8,https://www.nytimes.com/2022/04/05/opinion/amazon-labor-union-staten-island.html
2022-04-02,"The strike at an Alabama coal mine is one of the longest in U.S. history. To make ends meet, some striking miners have picked up work at an Amazon warehouse. It’s the same warehouse where workers are trying to unionize.","BROOKWOOD, Ala. — Braxton Wright is a second-generation coal miner, a die-hard union supporter and, until recently, a staunch Republican. He is named after his uncle, a Korean War veteran, who was fatally crushed between two rail cars while working at the Pullman train factory near Birmingham.",What One ‘Brotherhood’ of Coal Miners Learned From a Year Above Ground,article,Business Day,News,8,https://www.nytimes.com/2022/04/02/business/alabama-coal-mine-strike-amazon.html
2022-04-06,"“By the way, Amazon, here we come. Watch,” the president said. But the White House quickly said his remarks did not mean the government would get formally involved.","WASHINGTON — Days after warehouse workers on Staten Island defied Amazon and successfully formed a labor union, President Biden on Wednesday threw his support behind the workers and championed their cause.",Biden Appears to Show Support for Amazon Workers Who Voted to Unionize,article,U.S.,News,5,https://www.nytimes.com/2022/04/06/us/politics/biden-amazon-workers-labor-unions.html
